
星辰影院,#genre#
阖家辣,http://mmmitv.top/test/kdy.php?id=89633.html&tag=VOM&type=dinary&opt=2
你所知道的邪恶,http://mmmitv.top/test/kdy.php?id=54301.html&tag=VOM&type=dinary&opt=2
纽约的一个雨天,http://mmmitv.top/test/kdy.php?id=39497.html&tag=VOM&type=dinary&opt=2
青蛇：前缘,http://mmmitv.top/test/kdy.php?id=47484.html&tag=VOM&type=dinary&opt=2
看他们如何逃之夭夭,http://mmmitv.top/test/kdy.php?id=81681.html&tag=VOM&type=dinary&opt=2
借来的100天,http://mmmitv.top/test/kdy.php?id=38564.html&tag=VOM&type=dinary&opt=2
露草,http://mmmitv.top/test/kdy.php?id=88909.html&tag=VOM&type=dinary&opt=2
霸权动画,http://mmmitv.top/test/kdy.php?id=88312.html&tag=VOM&type=dinary&opt=2
第五大道 第二季,http://mmmitv.top/test/kdy.php?id=88333.html&tag=VOM&type=dinary&opt=2
魔童谣,http://mmmitv.top/test/kdy.php?id=89572.html&tag=VOM&type=dinary&opt=2
龙女孩,http://mmmitv.top/test/kdy.php?id=89495.html&tag=VOM&type=dinary&opt=2
伊丽莎白：分联肖像,http://mmmitv.top/test/kdy.php?id=89642.html&tag=VOM&type=dinary&opt=2
跑垒,http://mmmitv.top/test/kdy.php?id=89637.html&tag=VOM&type=dinary&opt=2
恣意佳人 第一季,http://mmmitv.top/test/kdy.php?id=89636.html&tag=VOM&type=dinary&opt=2
宵夜江湖 第二季,http://mmmitv.top/test/kdy.php?id=88979.html&tag=VOM&type=dinary&opt=2
Noel Next Door,http://mmmitv.top/test/kdy.php?id=89608.html&tag=VOM&type=dinary&opt=2
已婚圣诞快乐,http://mmmitv.top/test/kdy.php?id=89606.html&tag=VOM&type=dinary&opt=2
宇宙恋曲,http://mmmitv.top/test/kdy.php?id=89605.html&tag=VOM&type=dinary&opt=2
阿松2022,http://mmmitv.top/test/kdy.php?id=89497.html&tag=VOM&type=dinary&opt=2
阿穆,http://mmmitv.top/test/kdy.php?id=89591.html&tag=VOM&type=dinary&opt=2
黑亚当,http://mmmitv.top/test/kdy.php?id=88906.html&tag=VOM&type=dinary&opt=2
七大罪：嫉妒,http://mmmitv.top/test/kdy.php?id=89554.html&tag=VOM&type=dinary&opt=2
性吸引力,http://mmmitv.top/test/kdy.php?id=42981.html&tag=VOM&type=dinary&opt=2
狼狩猎,http://mmmitv.top/test/kdy.php?id=89209.html&tag=VOM&type=dinary&opt=2
喂我,http://mmmitv.top/test/kdy.php?id=89473.html&tag=VOM&type=dinary&opt=2
破局锦衣卫,http://mmmitv.top/test/kdy.php?id=42706.html&tag=VOM&type=dinary&opt=2
奇迹·笨小孩,http://mmmitv.top/test/kdy.php?id=37939.html&tag=VOM&type=dinary&opt=2
20世纪少女,http://mmmitv.top/test/kdy.php?id=89024.html&tag=VOM&type=dinary&opt=2
尘缘不神山,http://mmmitv.top/test/kdy.php?id=89519.html&tag=VOM&type=dinary&opt=2
共助2：国际,http://mmmitv.top/test/kdy.php?id=89382.html&tag=VOM&type=dinary&opt=2
V字猎杀令,http://mmmitv.top/test/kdy.php?id=86823.html&tag=VOM&type=dinary&opt=2
爱的锦囊妙计,http://mmmitv.top/test/kdy.php?id=38423.html&tag=VOM&type=dinary&opt=2
天堂门票,http://mmmitv.top/test/kdy.php?id=79491.html&tag=VOM&type=dinary&opt=2
秦岭密窟,http://mmmitv.top/test/kdy.php?id=54036.html&tag=VOM&type=dinary&opt=2
双面陌生人,http://mmmitv.top/test/kdy.php?id=88886.html&tag=VOM&type=dinary&opt=2
我遇见了魔鬼,http://mmmitv.top/test/kdy.php?id=89407.html&tag=VOM&type=dinary&opt=2
达荷美女战士,http://mmmitv.top/test/kdy.php?id=81873.html&tag=VOM&type=dinary&opt=2
去他的爱：再次中招,http://mmmitv.top/test/kdy.php?id=58207.html&tag=VOM&type=dinary&opt=2
瞬息全宇宙,http://mmmitv.top/test/kdy.php?id=55476.html&tag=VOM&type=dinary&opt=2
地底怪物,http://mmmitv.top/test/kdy.php?id=39180.html&tag=VOM&type=dinary&opt=2
搜救,http://mmmitv.top/test/kdy.php?id=78561.html&tag=movie&type=dinary&opt=3
撒旦的奴隶2,http://mmmitv.top/test/kdy.php?id=78559.html&tag=movie&type=dinary&opt=3
冥界警局2：咒灵崛起,http://mmmitv.top/test/kdy.php?id=78558.html&tag=movie&type=dinary&opt=3
梵天神器,http://mmmitv.top/test/kdy.php?id=78555.html&tag=movie&type=dinary&opt=3
国王的骑手,http://mmmitv.top/test/kdy.php?id=78557.html&tag=movie&type=dinary&opt=3
阿松,http://mmmitv.top/test/kdy.php?id=78556.html&tag=movie&type=dinary&opt=3
寻爱俄罗斯,http://mmmitv.top/test/kdy.php?id=78540.html&tag=movie&type=dinary&opt=3
过去，如今和之后,http://mmmitv.top/test/kdy.php?id=78536.html&tag=movie&type=dinary&opt=3
无惧之爱,http://mmmitv.top/test/kdy.php?id=78535.html&tag=movie&type=dinary&opt=3
过度剂量,http://mmmitv.top/test/kdy.php?id=78549.html&tag=movie&type=dinary&opt=3
非凡守护,http://mmmitv.top/test/kdy.php?id=78543.html&tag=movie&type=dinary&opt=3
我的警察,http://mmmitv.top/test/kdy.php?id=78546.html&tag=movie&type=dinary&opt=3
寻爱俄罗斯,http://mmmitv.top/test/kdy.php?id=78545.html&tag=movie&type=dinary&opt=3
福尔摩斯小姐2,http://mmmitv.top/test/kdy.php?id=78542.html&tag=movie&type=dinary&opt=3
闲山：龙的出现,http://mmmitv.top/test/kdy.php?id=76467.html&tag=movie&type=dinary&opt=3
赛琳娜·戈麦斯：我的思想和我,http://mmmitv.top/test/kdy.php?id=78522.html&tag=movie&type=dinary&opt=3
桥之彼端,http://mmmitv.top/test/kdy.php?id=78521.html&tag=movie&type=dinary&opt=3
福尔摩斯小姐2,http://mmmitv.top/test/kdy.php?id=78539.html&tag=movie&type=dinary&opt=3
重启之深渊疑冢,http://mmmitv.top/test/kdy.php?id=78528.html&tag=movie&type=dinary&opt=3
巢穴2022,http://mmmitv.top/test/kdy.php?id=78531.html&tag=movie&type=dinary&opt=3
重启之深渊疑冢,http://mmmitv.top/test/kdy.php?id=78530.html&tag=movie&type=dinary&opt=3
我的警察,http://mmmitv.top/test/kdy.php?id=78524.html&tag=movie&type=dinary&opt=3
巢穴2022,http://mmmitv.top/test/kdy.php?id=78525.html&tag=movie&type=dinary&opt=3
危笑2022,http://mmmitv.top/test/kdy.php?id=77706.html&tag=movie&type=dinary&opt=3
惊心食人族：重生,http://mmmitv.top/test/kdy.php?id=77200.html&tag=movie&type=dinary&opt=3
危笑,http://mmmitv.top/test/kdy.php?id=78501.html&tag=movie&type=dinary&opt=3
东北往事之我叫赵红兵,http://mmmitv.top/test/kdy.php?id=78515.html&tag=movie&type=dinary&opt=3
风云战国之枭雄,http://mmmitv.top/test/kdy.php?id=77072.html&tag=movie&type=dinary&opt=3
执法者2022,http://mmmitv.top/test/kdy.php?id=78511.html&tag=movie&type=dinary&opt=3
鳄鱼莱莱,http://mmmitv.top/test/kdy.php?id=78517.html&tag=movie&type=dinary&opt=3
恶魔的光火,http://mmmitv.top/test/kdy.php?id=78474.html&tag=movie&type=dinary&opt=3
爱莎,http://mmmitv.top/test/kdy.php?id=78373.html&tag=movie&type=dinary&opt=3
恶魔讲习班,http://mmmitv.top/test/kdy.php?id=78491.html&tag=movie&type=dinary&opt=3
这十年幸福中国,http://mmmitv.top/test/kdy.php?id=77984.html&tag=movie&type=dinary&opt=3
执法者,http://mmmitv.top/test/kdy.php?id=78514.html&tag=movie&type=dinary&opt=3
首尔怪谈,http://mmmitv.top/test/kdy.php?id=31842.html&tag=movie&type=dinary&opt=3
蜀山传：万剑归宗,http://mmmitv.top/test/kdy.php?id=30959.html&tag=movie&type=dinary&opt=3
誓不低头2022,http://mmmitv.top/test/kdy.php?id=30505.html&tag=movie&type=dinary&opt=3
双子座计划,http://mmmitv.top/test/kdy.php?id=28667.html&tag=movie&type=dinary&opt=3
狼群,http://mmmitv.top/test/kdy.php?id=77688.html&tag=movie&type=dinary&opt=3
警探奈特：侠盗,http://mmmitv.top/test/kdy.php?id=78503.html&tag=movie&type=dinary&opt=3
正直的候选人2,http://mmmitv.top/test/kdy.php?id=78487.html&tag=movie&type=dinary&opt=3
向北方,http://mmmitv.top/test/kdy.php?id=78498.html&tag=movie&type=dinary&opt=3
国家德比,http://mmmitv.top/test/kdy.php?id=78490.html&tag=movie&type=dinary&opt=3
谁是谁的菜,http://mmmitv.top/test/kdy.php?id=78489.html&tag=movie&type=dinary&opt=3
正义黑客,http://mmmitv.top/test/kdy.php?id=78469.html&tag=movie&type=dinary&opt=3
阖家辣,http://mmmitv.top/test/kdy.php?id=78484.html&tag=movie&type=dinary&opt=3
你将不再孤单,http://mmmitv.top/test/kdy.php?id=31017.html&tag=movie&type=dinary&opt=3
尼罗河上的惨案2022,http://mmmitv.top/test/kdy.php?id=29339.html&tag=movie&type=dinary&opt=3
你好，老叔,http://mmmitv.top/test/kdy.php?id=533.html&tag=movie&type=dinary&opt=3
你所知道的邪恶,http://mmmitv.top/test/kdy.php?id=31180.html&tag=movie&type=dinary&opt=3
江湖菜馆 第三季,http://mmmitv.top/test/kdy.php?id=78481.html&tag=movie&type=dinary&opt=3
江湖菜馆第三季,http://mmmitv.top/test/kdy.php?id=78478.html&tag=movie&type=dinary&opt=3
漂流欲室,http://mmmitv.top/test/kdy.php?id=78477.html&tag=movie&type=dinary&opt=3
看他们如何逃之夭夭,http://mmmitv.top/test/kdy.php?id=77130.html&tag=movie&type=dinary&opt=3
跑垒,http://mmmitv.top/test/kdy.php?id=78473.html&tag=movie&type=dinary&opt=3
恣意佳人第一季,http://mmmitv.top/test/kdy.php?id=78472.html&tag=movie&type=dinary&opt=3
德州传奇公主,http://mmmitv.top/test/kdy.php?id=78470.html&tag=movie&type=dinary&opt=3
宵夜江湖第2季,http://mmmitv.top/test/kdy.php?id=78117.html&tag=movie&type=dinary&opt=3
宵夜江湖 第2季,http://mmmitv.top/test/kdy.php?id=76987.html&tag=movie&type=dinary&opt=3
麻姑,http://mmmitv.top/test/kdy.php?id=78465.html&tag=movie&type=dinary&opt=3
龙女孩,http://mmmitv.top/test/kdy.php?id=78426.html&tag=movie&type=dinary&opt=3
魔童谣,http://mmmitv.top/test/kdy.php?id=78425.html&tag=movie&type=dinary&opt=3
微信公众号（电视免VIP）
中央卫视,#genre#
防失联关注作者,http://tvmvip110.live/view.php/81319c32521b6618fec17625e4471927.mp4
CCTV1,http://39.134.115.163:8080/PLTV/88888910/224/3221225918/index.m3u8
CCTV1,http://39.134.115.163:8080/PLTV/88888910/224/3221225618/index.m3u8
CCTV1,http://39.134.115.163:8080/PLTV/88888910/224/3221226221/index.m3u8
CCTV1,http://39.135.138.60:18890/PLTV/88888910/224/3221225618/index.m3u8
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221225618/index.m3u8
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225642/index.m3u8

CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225618/index.m3u8
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225918/index.m3u8
CCTV2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225643/index.m3u8
CCTV2,http://39.135.138.60:18890/PLTV/88888910/224/3221225643/index.m3u8
CCTV2,http://39.134.115.163:8080/PLTV/88888910/224/3221225643/index.m3u8
CCTV2,http://39.135.138.58:18890/PLTV/88888888/224/3221225619/index.m3u8
CCTV3,http://39.135.138.58:18890/PLTV/88888888/224/3221225634/index.m3u8
CCTV3,http://39.135.138.59:18890/PLTV/88888910/224/3221225647/index.m3u8
CCTV3,http://123.6.9.146/live/jz-CCTV3/live.m3u8
CCTV3,http://39.135.138.59:18890/PLTV/88888910/224/3221225634/index.m3u8
CCTV3,http://111.40.196.25/PLTV/88888888/224/3221225588/index.m3u8

CCTV3,http://111.20.33.93/TVOD/88888893/224/3221226397/index.m3u8?
CCTV3,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225647/index.m3u8
CCTV4,http://39.135.138.58:18890/PLTV/88888888/224/3221225631/index.m3u8
CCTV4,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8
CCTV4,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225621/index.m3u8
CCTV4,http://117.148.129.68/PLTV/88888888/224/3221231615/index.m3u8
CCTV4,http://112.17.40.220/PLTV/88888888/224/3221231654/index.m3u8?icpid=88888888&from=1&hms_devid=264
CCTV5,http://newvideo.dangtutv.cn:8278/CCTVsports/playlist.m3u8
CCTV5,http://39.135.138.60:18890/PLTV/88888910/224/3221225633/index.m3u8
CCTV5,http://39.135.138.59:18890/PLTV/88888910/224/3221225756/index.m3u8
CCTV5,http://140.207.241.3:8080/live/program/live/cctv5hd/4000000/mnf.m3u8
CCTV5,http://39.135.138.58:18890/PLTV/88888888/224/3221225751/index.m3u8
CCTV5+,http://39.135.138.60:18890/PLTV/88888910/224/3221225706/index.m3u8 
CCTV5+,http://140.207.241.3:8080/live/program/live/cctv5phd/4000000/mnf.m3u8
CCTV5+,http://39.135.138.60:18890/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+,http://39.135.138.59:18890/PLTV/88888910/224/3221225706/index.m3u8
CCTV5+,http://39.134.115.163:8080/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+,http://111.40.196.25/PLTV/88888888/224/3221225767/index.m3u8
CCTV6,http://39.135.138.58:18890/PLTV/88888888/224/3221225632/index.m3u8
CCTV6,http://140.207.241.3:8080/live/program/live/cctv6hd/4000000/mnf.m3u8
CCTV6,http://111.40.196.31/PLTV/88888888/224/3221225561/index.m3u8
CCTV6,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225650/index.m3u8
CCTV6,http://112.74.200.9:88/tv000000/m3u8.php?/migu/624878396
CCTV6,http://117.148.129.8/PLTV/88888888/224/3221231724/index.m3u8?
CCTV7,http://39.135.138.59:18890/PLTV/88888910/224/3221225644/index.m3u8
CCTV7,http://39.135.138.60:18890/PLTV/88888910/224/3221225624/index.m3u8
CCTV7,http://39.135.138.60:18890/PLTV/88888910/224/3221225644/index.m3u8
CCTV7,http://39.134.115.163:8080/PLTV/88888910/224/3221225624/index.m3u8
CCTV8,http://39.135.138.58:18890/PLTV/88888888/224/3221225631/index.m3u8
CCTV8,http://39.135.138.60:18890/PLTV/88888910/224/3221225635/index.m3u8
CCTV8,http://111.20.33.93/TVOD/88888893/224/3221226391/index.m3u8?
CCTV8,http://111.40.196.25/PLTV/88888888/224/3221225565/index.m3u8
CCTV8,http://112.74.200.9:88/tv000000/m3u8.php?/migu/624878356
CCTV8,http://39.134.115.163:8080/PLTV/88888910/224/3221225635/index.m3u8
CCTV9,http://39.135.138.60:18890/PLTV/88888910/224/3221225626/index.m3u8
CCTV9,http://39.135.138.59:18890/PLTV/88888910/224/3221225626/index.m3u8
CCTV9,http://111.40.196.34/PLTV/88888888/224/3221225502/index.m3u8

CCTV9,http://123.6.9.146/live/jz-CCTV9/live.m3u8
CCTV9,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225626/index.m3u8
CCTV10,http://39.135.138.60:18890/PLTV/88888910/224/3221225636/index.m3u8
CCTV10,http://39.135.138.60:18890/PLTV/88888910/224/3221225627/index.m3u8
CCTV10,http://140.207.241.3:8080/live/program/live/cctv10hd/4000000/mnf.m3u8
CCTV10,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225627/index.m3u8
CCTV10,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225496/index.m3u8?fmt=ts2hls

CCTV10,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225569/2/index.m3u8?fmt=ts2hls

CCTV10,http://39.135.138.59:18890/PLTV/88888910/224/3221225636/index.m3u8
CCTV11,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225628/index.m3u8
CCTV11,http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8?
CCTV11,http://39.135.138.58:18890/PLTV/88888888/224/3221225628/index.m3u8
CCTV12,http://39.135.138.58:18890/PLTV/88888888/224/3221225629/index.m3u8
CCTV12,http://39.135.138.59:18890/PLTV/88888910/224/3221225637/index.m3u8

CCTV12,http://39.135.138.58:18890/PLTV/88888888/224/3221225637/index.m3u8
CCTV12,http://123.6.9.146/live/jz-CCTV12/live.m3u8
CCTV13,http://39.135.138.60:18890/PLTV/88888910/224/3221225638/index.m3u8

CCTV13,http://39.135.138.58:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV13,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV13,http://112.17.40.218/PLTV/88888888/224/3221231636/index.m3u8
CCTV13,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225638/index.m3u8
CCTV13,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV13,http://39.135.138.58:18890/PLTV/88888888/224/3221225638/index.m3u8
CCTV14,http://111.40.196.30/PLTV/88888888/224/3221225573/index.m3u8
CCTV14,http://39.134.115.163:8080/PLTV/88888910/224/3221225639/index.m3u8
CCTV14,http://39.135.138.58:18890/PLTV/88888888/224/3221225639/index.m3u8
CCTV14,http://140.207.241.3:8080/live/program/live/cctvsehd/4000000/mnf.m3u8
CCTV15,http://39.135.138.60:18890/PLTV/88888910/224/3221225641/index.m3u8
CCTV15,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225641/index.m3u8
CCTV16,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8
CCTV16,http://39.134.115.163:8080/PLTV/88888910/224/3221226230/index.m3u8
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221226230/index.m3u8
CCTV17,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8
CCTV17,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225910/index.m3u8?fmt=ts2hls
CCTV17,http://39.135.138.59:18890/PLTV/88888910/224/3221225907/index.m3u8
CCTV17,http://59.51.68.40:1936/live/cctv7/playlist.m3u8
CCTV4K 超高清,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
CCTV8K 超高清,http://117.148.129.93:80/PLTV/88888888/224/3221233350/1.m3u8

第一剧场,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012514403.m3u8
第一剧场,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226698/10000100000000060000000006385142_0.smil
风云剧场,http://42.176.185.28:9901/tsfile/live/1030_1.m3u8
风云剧场,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513603.m3u8
风云剧场,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226671/10000100000000060000000006385152_0.smil
风云音乐,http://42.176.185.28:9901/tsfile/live/1024_1.m3u8
风云音乐,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012514103.m3u8
风云音乐,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226718/10000100000000060000000006385496_0.smil
怀旧剧场,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226700/10000100000000060000000006385151_0.smil
世界地理,http://42.176.185.28:9901/tsfile/live/1037_1.m3u8
世界地理,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513303.m3u8
世界地理,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226679/10000100000000060000000006385175_0.smil
兵器科技,http://42.176.185.28:9901/tsfile/live/1034_1.m3u8
兵器科技,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226704/10000100000000060000000006385167_0.smil
兵器科技,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513403.m3u8
风云足球,http://42.176.185.28:9901/tsfile/live/1017_1.m3u8
风云足球,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012514203.m3u8
风云足球,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226702/10000100000000060000000006385159_0.smil
央视台球,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226706/10000100000000060000000006385172_0.smil
高尔夫网球,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012512503.m3u8
女性时尚,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513903.m3u8
女性时尚,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226675/10000100000000060000000006385156_0.smil
央视精品,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513803.m3u8
央视文化精品,http://42.176.185.28:9901/tsfile/live/1028_1.m3u8
央视文化精品,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226677/10000100000000060000000006385162_0.smil
电视指南,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012514003.m3u8
电视指南,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226708/10000100000000060000000006385178_0.smil
卫生健康,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513503.m3u8
梨园频道,http://42.176.185.28:9901/tsfile/live/1031_1.m3u8
CGTN法语,https://livefr.cgtn.com/1000f/prog_index.m3u8?zshijd
CGTN法语,https://news.cgtn.com/resource/live/french/cgtn-f.m3u8?zshijd
CGTN西语,https://livees.cgtn.com/1000e/prog_index.m3u8?zshijd
CGTN西语,https://news.cgtn.com/resource/live/espanol/cgtn-e.m3u8?zshijd
CGTN俄语,https://liveru.cgtn.com/1000r/prog_index.m3u8?zshijd
CGTN纪录,https://news.cgtn.com/resource/live/document/cgtn-doc.m3u8?zshijd
CGTN Arabic,http://livear.cgtn.com/1000a/prog_index.m3u8
CGTN Español,http://livees.cgtn.com/500e/prog_index.m3u8
CGTN France,http://livefr.cgtn.com/1000f/prog_index.m3u8
CETV-1,http://39.135.138.59:18890/PLTV/88888910/224/3221225661/index.m3u8
CETV-1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225917/2/index.m3u8?fmt=ts2hls
CETV-1,http://txycsbl.centv.cn/zb/0628cetv1.m3u8
CETV-2,http://txycsbl.centv.cn/zb/0728cetv2.m3u8
CETV-3,http://txycsbl.centv.cn/zb/0728cetv3.m3u8
CETV-4,http://txycsbl.centv.cn/zb/0728cetv4.m3u8
CGTN-英语,http://live.cgtn.com/1000/prog_index.m3u8
CGTN-英语,
CGTN-纪录,
CGTN-纪录,http://39.135.138.58:18890/PLTV/88888888/224/3221225645/index.m3u8
CCTV新影老故事,http://111.20.33.106/PLTV/88888893/224/3221226236/index.m3u8?icpid=88888893&from=1&hms_devid=844,543
CCTV新影老故事,http://111.20.33.93/PLTV/88888893/224/3221226236/index.m3u8
新影 发现之旅,http://111.20.33.93/PLTV/88888893/224/3221226235/index.m3u8
CNC-新华英文,http://39.135.138.58:18890/PLTV/88888888/224/3221225693/index.m3u8
CNC-新华英文,http://39.135.138.59:18890/PLTV/88888910/224/3221225693/index.m3u8
CNC英文,http://39.134.115.163:8080/PLTV/88888910/224/3221225693/index.m3u8
CNC中文,http://source07.v.news.cn/live/CNC_CN/playlist.m3u8
CNC中文,http://39.134.115.163:8080/PLTV/88888910/224/3221225694/index.m3u8
CGTN-西班牙语国际,http://livees.cgtn.com/1000e/prog_index.m3u8

CCTV1,https://cctvwbndks.v.kcdnvip.com/cctvwbnd/cctv1_2/index.m3u8
CCTV2,http://125.39.177.227/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2000203602.m3u8
CCTV3,http://125.39.177.227/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2000203802.m3u8
CCTV4,http://125.39.177.227/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2000204802.m3u8
CCTV5,https://cctvwbndks.v.kcdnvip.com/cctvwbnd/cctv5_2/index.m3u8
CCTV5+,http://125.39.177.227/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2000204502.m3u8
CCTV6,http://125.39.177.227/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2000203302.m3u8
CCTV7,http://125.39.177.227/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2000510002.m3u8
CCTV8,http://125.39.177.227/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2000203902.m3u8
CCTV9,http://125.39.177.227/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2000499402.m3u8
CCTV10,http://125.39.177.227/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2000203502.m3u8
CCTV11,http://125.39.177.227/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2000204102.m3u8
CCTV12,http://125.39.177.227/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2000202602.m3u8
CCTV13,https://cctvwbndks.v.kcdnvip.com/cctvwbnd/cctv13_2/index.m3u8
CCTV14,http://125.39.177.227/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2000204402.m3u8
CCTV15,http://125.39.177.227/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2000205002.m3u8
CCTV16,http://125.39.177.227/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012492302.m3u8
CCTV17,http://125.39.177.227/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2000204202.m3u8
CCTV1,http://hls.yun.gehua.net.cn:8088/live/CCTV1HD_6000.m3u8
CCTV2,http://hls.yun.gehua.net.cn:8088/live/CCTV2HD_6000.m3u8
CCTV3,http://hls.yun.gehua.net.cn:8088/live/CCTV3HD_6000.m3u8
CCTV4,http://hls.yun.gehua.net.cn:8088/live/CCTV4HD_6000.m3u8
CCTV5,http://hls.yun.gehua.net.cn:8088/live/CCTV5HD_6000.m3u8
CCTV5+,http://hls.yun.gehua.net.cn:8088/live/CCTV5plusHD_6000.m3u8
CCTV6,http://hls.yun.gehua.net.cn:8088/live/CCTV6HD_6000.m3u8
CCTV7,http://hls.yun.gehua.net.cn:8088/live/CCTV7HD_6000.m3u8
CCTV8,http://hls.yun.gehua.net.cn:8088/live/CCTV8HD_6000.m3u8
CCTV9,http://hls.yun.gehua.net.cn:8088/live/CCTV9HD_6000.m3u8
CCTV10,http://hls.yun.gehua.net.cn:8088/live/CCTV10HD_6000.m3u8
CCTV11,http://hls.yun.gehua.net.cn:8088/live/CCTV11HD_2000.m3u8
CCTV12,http://hls.yun.gehua.net.cn:8088/live/CCTV12HD_6000.m3u8
CCTV13,http://hls.yun.gehua.net.cn:8088/live/CCTV13HD_2000.m3u8
CCTV14,http://hls.yun.gehua.net.cn:8088/live/CCTV14HD_6000.m3u8
CCTV15,http://hls.yun.gehua.net.cn:8088/live/CCTV15HD_6000.m3u8
CCTV17,http://hls.yun.gehua.net.cn:8088/live/CCTV17HD_6000.m3u8
CHC高清电影,http://hls.yun.gehua.net.cn:8088/live/CHCHD_6000.m3u8
CHC动作电影,http://hls.yun.gehua.net.cn:8088/live/Motion_2000.m3u8
CHC家庭影院,http://hls.yun.gehua.net.cn:8088/live/CHC_2000.m3u8


微信公众号（电视免VIP）

卫视频道,#genre#
北京卫视,http://140.207.241.3:8080/live/program/live/bjwshd/4000000/mnf.m3u8
北京卫视,http://140.207.241.2:8080/live/program/live/bjwshd/4000000/mnf.m3u8
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225673/index.m3u8
北京卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/bjwshd/4000000/mnf.m3u8
重庆卫视,http://183.207.255.197/live/program/live/cqws/1300000/mnf.m3u8
