🏇坚果接口,#genre# 
星空卫视,http://jyjxy.7766.org:808/hls/31/index.m3u8 
明珠台,http://jyjxy.7766.org:808/hls/37/index.m3u8 
明珠台,http://jyjxy.7766.org:808/hls/37/index.m3u8 
明珠台,http://jyjxy.7766.org:808/hls/37/index.m3u8 
明珠台,http://jyjxy.7766.org:808/hls/37/index.m3u8 
明珠台,http://jyjxy.7766.org:808/hls/37/index.m3u8 
TVB星河,http://jyjxy.7766.org:808/hls/35/index.m3u8 
TVB星河,http://jyjxy.7766.org:808/hls/35/index.m3u8 
TVB星河,http://jyjxy.7766.org:808/hls/35/index.m3u8 
龙祥电影,http://jyjxy.7766.org:808/hls/57/index.m3u8 
龙祥电影,http://jyjxy.7766.org:808/hls/57/index.m3u8 
东森电影,http://jyjxy.7766.org:808/hls/58/index.m3u8 
东森电影,http://jyjxy.7766.org:808/hls/58/index.m3u8 
民视台,http://jyjxy.7766.org:808/hls/38/index.m3u8 
民视台,http://jyjxy.7766.org:808/hls/38/index.m3u8 
民视台,http://jyjxy.7766.org:808/hls/38/index.m3u8 
影院频道,#genre# 
私人影院,http://jyjxy.7766.org:808/hls/57/index.m3u8 
动作电影,http://jyjxy.7766.org:808/hls/56/index.m3u8 
动作电影,http://jyjxy.7766.org:808/hls/56/index.m3u8 
动作电影,http://jyjxy.7766.org:808/hls/56/index.m3u8 
东森洋片,http://jyjxy.7766.org:808/hls/59/index.m3u8 
东森洋片,http://jyjxy.7766.org:808/hls/59/index.m3u8 
东森洋片,http://jyjxy.7766.org:808/hls/59/index.m3u8 
家庭影院,http://jyjxy.7766.org:808/hls/60/index.m3u8 
家庭影院,http://jyjxy.7766.org:808/hls/60/index.m3u8 
家庭影院,http://jyjxy.7766.org:808/hls/60/index.m3u8 
中国电影,http://jyjxy.7766.org:808/hls/61/index.m3u8 
中国电影,http://jyjxy.7766.org:808/hls/61/index.m3u8 
天映电影,http://jyjxy.7766.org:808/hls/62/index.m3u8 
天映电影,http://jyjxy.7766.org:808/hls/62/index.m3u8 
天映频道,http://jyjxy.7766.org:808/hls/62/index.m3u8 
東森电影,http://jyjxy.7766.org:808/hls/58/index.m3u8 
经典电影,http://jyjxy.7766.org:808/hls/126/index.m3u8 
动作电影,http://jyjxy.7766.org:808/hls/56/index.m3u8 
龙祥电影,http://jyjxy.7766.org:808/hls/57/index.m3u8 
东森电影,http://jyjxy.7766.org:808/hls/58/index.m3u8 
东森洋片,http://jyjxy.7766.org:808/hls/59/index.m3u8 
家庭影院,http://jyjxy.7766.org:808/hls/60/index.m3u8 
中国电影,http://jyjxy.7766.org:808/hls/61/index.m3u8 
天映电影,http://jyjxy.7766.org:808/hls/62/index.m3u8 
动作电影,http://jyjxy.7766.org:808/hls/56/index.m3u8 
龙祥电影,http://jyjxy.7766.org:808/hls/57/index.m3u8 
东森电影,http://jyjxy.7766.org:808/hls/58/index.m3u8 
东森洋片,http://jyjxy.7766.org:808/hls/59/index.m3u8 
家庭影院,http://jyjxy.7766.org:808/hls/60/index.m3u8 
中国电影,http://jyjxy.7766.org:808/hls/61/index.m3u8 
天映频道,http://jyjxy.7766.org:808/hls/62/index.m3u8 
卡通动漫,#genre# 
哈哈炫动,http://jyjxy.7766.org:808/hls/63/index.m3u8 
哈哈炫动,http://jyjxy.7766.org:808/hls/63/index.m3u8 
哈哈炫动,http://jyjxy.7766.org:808/hls/63/index.m3u8 
优漫卡通,http://jyjxy.7766.org:808/hls/64/index.m3u8 
优漫卡通,http://jyjxy.7766.org:808/hls/64/index.m3u8 
优漫卡通,http://jyjxy.7766.org:808/hls/64/index.m3u8 
北京卡酷,http://jyjxy.7766.org:808/hls/66/index.m3u8 
北京卡酷,http://jyjxy.7766.org:808/hls/66/index.m3u8 
北京卡酷,http://jyjxy.7766.org:808/hls/66/index.m3u8 
最新动漫,http://jyjxy.7766.org:808/hls/67/index.m3u8 
最新动漫,http://jyjxy.7766.org:808/hls/67/index.m3u8 
最新动漫,http://jyjxy.7766.org:808/hls/67/index.m3u8 
金鹰卡通,http://jyjxy.7766.org:808/hls/68/index.m3u8 
金鹰卡通,http://jyjxy.7766.org:808/hls/68/index.m3u8 
金鹰卡通,http://jyjxy.7766.org:808/hls/68/index.m3u8 
哈哈炫动,http://jyjxy.7766.org:808/hls/63/index.m3u8 
优漫卡通,http://jyjxy.7766.org:808/hls/64/index.m3u8 
嘉佳卡通,http://jyjxy.7766.org:808/hls/65/index.m3u8 
北京卡酷,http://jyjxy.7766.org:808/hls/66/index.m3u8 
最新动漫,http://jyjxy.7766.org:808/hls/67/index.m3u8 
金鹰卡通,http://jyjxy.7766.org:808/hls/68/index.m3u8 
哈哈炫动,http://jyjxy.7766.org:808/hls/63/index.m3u8 
优漫卡通,http://jyjxy.7766.org:808/hls/64/index.m3u8 
北京卡酷,http://jyjxy.7766.org:808/hls/66/index.m3u8 
最新动漫,http://jyjxy.7766.org:808/hls/67/index.m3u8 
金鹰卡通,http://jyjxy.7766.org:808/hls/68/index.m3u8 
数字频道,#genre# 
风云音乐,http://jyjxy.7766.org:808/hls/39/index.m3u8 
风云音乐,http://jyjxy.7766.org:808/hls/39/index.m3u8 
风云音乐,http://jyjxy.7766.org:808/hls/39/index.m3u8 
怀旧剧场,http://jyjxy.7766.org:808/hls/40/index.m3u8 
怀旧剧场,http://jyjxy.7766.org:808/hls/40/index.m3u8 
怀旧剧场,http://jyjxy.7766.org:808/hls/40/index.m3u8 
风云足球,http://jyjxy.7766.org:808/hls/41/index.m3u8 
风云足球,http://jyjxy.7766.org:808/hls/41/index.m3u8 
风云足球,http://jyjxy.7766.org:808/hls/41/index.m3u8 
风云剧场,http://jyjxy.7766.org:808/hls/42/index.m3u8 
风云剧场,http://jyjxy.7766.org:808/hls/42/index.m3u8 
风云剧场,http://jyjxy.7766.org:808/hls/42/index.m3u8 
第一剧场,http://jyjxy.7766.org:808/hls/43/index.m3u8 
第一剧场,http://jyjxy.7766.org:808/hls/43/index.m3u8 
第一剧场,http://jyjxy.7766.org:808/hls/43/index.m3u8 
央视精品,http://jyjxy.7766.org:808/hls/44/index.m3u8 
央视精品,http://jyjxy.7766.org:808/hls/44/index.m3u8 
央视精品,http://jyjxy.7766.org:808/hls/44/index.m3u8 
体育赛事,http://jyjxy.7766.org:808/hls/45/index.m3u8 
体育赛事,http://jyjxy.7766.org:808/hls/45/index.m3u8 
体育赛事,http://jyjxy.7766.org:808/hls/45/index.m3u8 
风云音乐,http://jyjxy.7766.org:808/hls/39/index.m3u8 
怀旧剧场,http://jyjxy.7766.org:808/hls/40/index.m3u8 
风云足球,http://jyjxy.7766.org:808/hls/41/index.m3u8 
风云剧场,http://jyjxy.7766.org:808/hls/42/index.m3u8 
第一剧场,http://jyjxy.7766.org:808/hls/43/index.m3u8 
央视精品,http://jyjxy.7766.org:808/hls/44/index.m3u8 
体育赛事,http://jyjxy.7766.org:808/hls/45/index.m3u8 
风云音乐,http://jyjxy.7766.org:808/hls/39/index.m3u8 
怀旧剧场,http://jyjxy.7766.org:808/hls/40/index.m3u8 
风云足球,http://jyjxy.7766.org:808/hls/41/index.m3u8 
风云剧场,http://jyjxy.7766.org:808/hls/42/index.m3u8 
第一剧场,http://jyjxy.7766.org:808/hls/43/index.m3u8 
央视精品,http://jyjxy.7766.org:808/hls/44/index.m3u8 
体育赛事,http://jyjxy.7766.org:808/hls/45/index.m3u8 
山东教育,http://jyjxy.7766.org:808/hls/88/index.m3u8 
老故事,http://jyjxy.7766.org:808/hls/46/index.m3u8 
老故事,http://jyjxy.7766.org:808/hls/46/index.m3u8 
老故事,http://jyjxy.7766.org:808/hls/46/index.m3u8 

中国气象,http://jyjxy.7766.org:808/hls/47/index.m3u8 

中国气象,http://jyjxy.7766.org:808/hls/47/index.m3u8 
魅力音乐高清,http://jyjxy.7766.org:808/hls/50/index.m3u8 
魅力音乐高清,http://jyjxy.7766.org:808/hls/50/index.m3u8 
魅力音乐高清,http://jyjxy.7766.org:808/hls/50/index.m3u8 
魅力足球高清,http://jyjxy.7766.org:808/hls/50/index.m3u8 
测试频道,http://jyjxy.7766.org:808/hls/130/index.m3u8
